cid,fp_string
1727,10000000011000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001110000000000000100000000000000000000000000000000100000001000110000010001001000000100001111001100000010010010010010000001000000000000101000000000000000110100011001110100010000000000100000101000000000100000001100010000001000100000000010001101100000100000001110000110010010011000000010000010000001100010110000001101000111010001100001000010010000001000011000001001000000000000110010001100100000000110000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1732,10000000011000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000010000000000000100000000000000000000000110000000110100000001001100000100000001100100000011010000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010010100000000000010001000100000000000000001100000101010001000000010000010011000100010100000110001001100010010100000000111000000000000001001001100000000010001000010001001100000000111100000001100000000010000000011100000000000100000000000010000000000000000000000010000000000000000000000000100000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000
1775,11000000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001111000000000000100000000000000000000000000000000110010001000100000011001100000000000001100010000000010000010110000000000000000000000100010000000001000100001010100100001000000000000100000100000000000000000001000000000000000000000000010001000100000000001100000000000010010001000100010000110000000110010100000001001010100110001100101000010000000001000011010001000010100100010000010001000100000000111000110001000100011000000100011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1983,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000100000001100100000011001000000000000001100101100011010000010110000000000001000000000100010000000000000100101010100100101000000000000100000100000000000000000001000010010001000000000000010001000100000000000000001100110110010001000000010000010011000100010110000101001000110010011100001000111000000001000011001001101010000010001110010001101100000000111101100000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2082,11000000011100110011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000100000100000000000000000000000000000000100000001000100001010101011000000010101100111101100110110110110010011001010000001000101010000000000100100100011000100111110000000000100000101000000000101101101000010001101010110000000010011001100100111000001100000111010010011001100010000110100010100010111000001001100110010001100101000010000000001100011010001001000100000010011010001100100000100111000100000000000000000000000000000000000000000100000000000000000000100000000000000000000000100000000000000000100000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000
2083,11100000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110010011100111000011001100000000110001100100000011010000010110000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100010000000000011100000100010001000000010100011011100100010100000101001000100010011100001000111000000000000001001011101000000010001100110001001100000000111100100001110000011100100000011100010000000000000000000100000000000000000000010000000000000000000010000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000
2130,11100000011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000110110001000100000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000100001000000011000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000
2132,11100000011100110010000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000010100000000100000000000000000011010110000111100111000011001100000000110001100001100000010000010110000000000001000000000100000000000001000100100010000100100000000000000100000100000000000000000001000000000000000000100000000001000100010000000000010000100010010101000000010000011000000100010100000001101000110010001100001000110000000001000011001001001000000000000100010001100101000010111101100001100000000000000000011100000000000000000001000000001000000000000001000100000000000001000000000001000000001000000001000000000000001000100000000000001000000000000000000000000000000000000000000000
2162,11100000011110110011100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000010000100000000000000000000000000000000110100001010111000011001100000100110001100100000100010000010110000000000010000000000100010000000001000100100110100100100100000000000000000100000000000000000001000000000010100000000000010001000100010000001000000000000001011001000000010100010010000110010100000010011001100010000100000110011000000000000001001001001000000000000100110001010100101000111100010001110111011101000100011101000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
2244,11000000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000000001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000011000010011100110110100001000011010100011010100000100111101101100000101001011110000000010001000010001011100110000111100010001100100000100000100011100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000
2249,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000111100111000011001100000000110001100100000011010000010110000000000011000000000100010000000001000100001010100100001000000000000000000100000100000000000001000000010000000000000000010001000100010000001000011100000100010001000000011110011011000110010100001001011010100011011100001100011100000100000101001101101000000010001100110111010100000000111100110001100100010000000100011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
